NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
MTHFR	1	Mthfr	
PDIA3	1	Pdia3	
SESN3	1	Sesn3	
MRPS21	1	Mrps21	
IL21	1	Il21	
DAD1	1	Dad1	
RPS15A	1	Rps15a	
RPS2	1	Rps2	
ZC3H15	1	Zc3h15	
CISH	1	Cish	
MICAL1	1	Mical1	
SNRPE	1	Snrpe	
LACTB	1	Lactb	
NDUFS5	1	Ndufs5	
XDH	1	Xdh	
SSR2	1	Ssr2	
RAMP3	1	Ramp3	
RTRAF	1	Rtraf	
CCR8	1	Ccr8	
PLCXD2	1	Plcxd2	
AMZ2	1	Amz2	
HNRNPD	1	Hnrnpd	
CHMP2A	1	Chmp2a	
RTF2	1	Rtf2	
ATP5MC2	1	Atp5g2	
ATP5PF	1	Atp5j	
CFAP20	1	Cfap20	
NSA2	1	Nsa2	
ST13	1	St13	
MAFG	1	Mafg	
BCL2L15	1	Bcl2l15	
TCEA1	1	Tcea1	
SLC39A14	1	Slc39a14	
DPY19L3	1	Dpy19l3	
ASNSD1	1	Asnsd1	
TRBC2	1	Trbc2	
PDK3	1	Pdk3	
SDF2	1	Sdf2	
EVA1B	1	Eva1b	
MTCH1	1	Mtch1	
BAX	1	Bax	
ZCRB1	1	Zcrb1	
PDZD2	1	Pdzd2	
FBXW8	1	Fbxw8	
ARF1	1	Arf1	
SLAMF1	1	Slamf1	
ZDHHC2	1	Zdhhc2	
EI24	1	Ei24	
SPTAN1	1	Sptan1	
CHD1	1	Chd1	
CD9	1	Cd9	
FAU	1	Fau	
SLK	1	Slk	
H2AZ2	1	H2afv	
FAM110A	1	Fam110a	
NDUFA11	1	Ndufa11	
GNPTAB	1	Gnptab	
MAFF	1	Maff	
ACTB	1	Actb	
PLCB4	1	Plcb4	
NABP1	1	Nabp1	
KDM7A	1	Kdm7a	
KMT5A	1	Kmt5a	
NDEL1	1	Ndel1	
CYCS	1	Cycs	
MTSS1	1	Mtss1	
TSG101	1	Tsg101	
C4orf3	1	1810037I17Rik	
SNX2	1	Snx2	
CIB2	1	Cib2	
DTX3	1	Dtx3	
PLAAT3	1	Plaat3	
EIF3I	1	Eif3i	
SLC26A2	1	Slc26a2	
IDH3A	1	Idh3a	
DAZAP2	1	Dazap2	
HMG20B	1	Hmg20b	
POLG2	1	Polg2	
CD6	1	Cd6	
NOL4L	1	Nol4l	
YWHAH	1	Ywhah	
GPI	1	Gpi1	
AUP1	1	Aup1	
CX3CR1	1	Cx3cr1	
BRK1	1	Brk1	
NCF4	1	Ncf4	
INF2	1	Inf2	
EVI2A	1	Evi2a	
PON2	1	Pon2	
MAP4	1	Map4	
KIF13A	1	Kif13a	
RALBP1	1	Ralbp1	
SSH1	1	Ssh1	
TLE3	1	Tle3	
DYNLT3	1	Dynlt3	
PPP2CA	1	Ppp2ca	
ZC3H12A	1	Zc3h12a	
MKRN2	1	Mkrn2	
IFI27	1	Ifi27	
NPAS2	1	Npas2	
COPS9	1	Cops9	
TOP2A	1	Top2a	
OST4	1	Ost4	
COMMD3	1	Commd3	
SNTB1	1	Sntb1	
CAMK2N1	1	Camk2n1	
VWA8	1	Vwa8	
CNTLN	1	Cntln	
SKAP2	1	Skap2	
FKBP1A	1	Fkbp1a	
CORO7	1	Coro7	
GPRIN3	1	Gprin3	
TMEM59	1	Tmem59	
STX6	1	Stx6	
AKT1	1	Akt1	
CYP51A1	1	Cyp51	
NFKBIE	1	Nfkbie	
IGF1R	1	Igf1r	
IFT20	1	Ift20	
FUT8	1	Fut8	
GNPDA1	1	Gnpda1	
COBLL1	1	Cobll1	
SCAND1	1	Scand1	
HIGD1A	1	Higd1a	
TECR	1	Tecr	
SUMO2	1	Sumo2	
TMX4	1	Tmx4	
GNB1	1	Gnb1	
RPL35	1	Rpl35	
CASP4	1	Casp4	
POPDC2	1	Popdc2	
EMD	1	Emd	
METAP2	1	Metap2	
ATP2A2	1	Atp2a2	
TRBC1	1	Trbc1	
TCEAL9	1	Tceal9	
CEBPB	1	Cebpb	
HOOK3	1	Hook3	
ARL1	1	Arl1	
GNG5	1	Gng5	
RNASET2	1	Rnaset2a	
PRDX5	1	Prdx5	
ATG7	1	Atg7	
RPL37A	1	Rpl37a	
NEDD8	1	Nedd8	
RAB4B	1	Rab4b	
NDUFA7	1	Ndufa7	
HORMAD2	1	Hormad2	
PSMA4	1	Psma4	
KIF15	1	Kif15	
HSD17B10	1	Hsd17b10	
NAA20	1	Naa20	
UQCRB	1	Uqcrb	
CYSLTR1	1	Cysltr1	
PDAP1	1	Pdap1	
ARL3	1	Arl3	
RPL29	1	Rpl29	
INPP5D	1	Inpp5d	
KRT83	1	Krt83	
SRRM1	1	Srrm1	
ADIPOR1	1	Adipor1	
PRKCSH	1	Prkcsh	
PSMD4	1	Psmd4	
IGFLR1	1	Igflr1	
RNF149	1	Rnf149	
FBXO32	1	Fbxo32	
SELENOK	1	Selenok	
UBE2A	1	Ube2a	
MYC	1	Bmyc	
VDAC3	1	Vdac3	
NDUFC2	1	Ndufc2	
LTB4R	1	Ltb4r1	
NMB	1	Nmb	
PLEKHM3	1	Plekhm3	
ADPRH	1	Adprh	
ABI2	1	Abi2	
COX7B	1	Cox7b	
PDCD5	1	Pdcd5	
ITGAL	1	Itgal	
SERF1A	1	Serf1	
BARD1	1	Bard1	
EHBP1L1	1	Ehbp1l1	
BCL2L11	1	Bcl2l11	
FASLG	1	Fasl	
COX20	1	Cox20	
STK11	1	Stk11	
IVNS1ABP	1	Ivns1abp	
ZNF318	1	Zfp318	
NFKBIB	1	Nfkbib	
COMMD4	1	Commd4	
TIMM23	1	Timm23	
MIEN1	1	Mien1	
NDUFA3	1	Ndufa3	
ITPK1	1	Itpk1	
CXCR4	1	Cxcr4	
SERP2	1	Serp2	
DNM3	1	Dnm3	
H2AJ	1	H2afj	
IL21R	1	Il21r	
HIGD2A	1	Higd2a	
HERPUD1	1	Herpud1	
PTPN9	1	Ptpn9	
TAF1	1	Taf1	
PSMD13	1	Psmd13	
TXNRD1	1	Txnrd1	
TMEM234	1	Tmem234	
VPS28	1	Vps28	
SDCBP	1	Sdcbp	
NPEPL1	1	Npepl1	
MAN1B1	1	Man1b1	
CDIP1	1	Cdip1	
MAPK14	1	Mapk14	
ABTB3	1	Btbd11	
MKRN1	1	Mkrn1	
AKIRIN1	1	Akirin1	
ITM2B	1	Itm2b	
SUMO1	1	Sumo1	
UBE2V1	1	Ube2v1	
ABCF1	1	Abcf1	
TRPV2	1	Trpv2	
TMEM14C	1	Tmem14c	
EGR2	1	Egr2	
CISD1	1	Cisd1	
WWOX	1	Wwox	
PTPN6	1	Ptpn6	
POLR2E	1	Polr2e	
DYNLRB1	1	Dynlrb1	
UNC45A	1	Unc45a	
WDR1	1	Wdr1	
PI4K2A	1	Pi4k2a	
IL12RB2	1	Il12rb2	
ACSL4	1	Acsl4	
C16orf87	1	4921524J17Rik	
ACADL	1	Acadl	
FCRL1	1	Fcrl1	
FUNDC2	1	Fundc2	
CSNK1G2	1	Csnk1g2	
ATP5MC1	1	Atp5g1	
PPP1R2	1	Ppp1r2	
ANP32B	1	Anp32b	
SNRPD2	1	Snrpd2	
ERH	1	Erh	
CAPZA2	1	Capza2	
MORF4L1	1	Morf4l1	
SLC66A2	1	Pqlc1	
ARRB1	1	Arrb1	
SPRY1	1	Spry1	
NINJ1	1	Ninj1	
HLA-B	1	H2-D1	
GRN	1	Grn	
RAB11A	1	Rab11a	
CFL1	1	Cfl1	
TAX1BP1	1	Tax1bp1	
GALNT9	1	Galnt9	
ARHGAP21	1	Arhgap21	
CRMP1	1	Crmp1	
SLC6A6	1	Slc6a6	
ATG2A	1	Atg2a	
GHITM	1	Ghitm	
PRKCH	1	Prkch	
TMEM135	1	Tmem135	
VCP	1	Vcp	
DTNBP1	1	Dtnbp1	
NENF	1	Nenf	
STIM2	1	Stim2	
RRP1	1	Rrp1	
KXD1	1	Kxd1	
NDUFC1	1	Ndufc1	
GTF2F1	1	Gtf2f1	
ICA1L	1	Ica1l	
BLMH	1	Blmh	
CFAP36	1	Cfap36	
TMEM134	1	Tmem134	
CLTC	1	Cltc	
INTS6	1	Ints6	
CTSZ	1	Ctsz	
NDE1	1	Nde1	
ZBTB7A	1	Zbtb7a	
ZSWIM6	1	Zswim6	
SIAE	1	Siae	
MPHOSPH6	1	Mphosph6	
UBE2F	1	Ube2f	
GLB1	1	Glb1	
SLC25A39	1	Slc25a39	
PTGFRN	1	Ptgfrn	
VIPR2	1	Vipr2	
KMT2E	1	Kmt2e	
GLMP	1	Glmp	
FRG1	1	Frg1	
EIF4EBP1	1	Eif4ebp1	
TRGC1	1	Tcrg-C2	
ETS2	1	Ets2	
PTPN4	1	Ptpn4	
EIF4E	1	Eif4e	
SEMA4C	1	Sema4c	
OS9	1	Os9	
UBE2N	1	Ube2n	
SLC25A19	1	Slc25a19	
NDUFB6	1	Ndufb6	
CDKN1B	1	Cdkn1b	
CHCHD2	1	Chchd2	
NMNAT2	1	Nmnat2	
STX5	1	Stx5a	
SETD3	1	Setd3	
ABL1	1	Abl1	
H3-3A	1	H3f3a	
SNF8	1	Snf8	
SEC31A	1	Sec31a	
RPL22	1	Rpl22	
DDX24	1	Ddx24	
R3HDM4	1	R3hdm4	
GPR107	1	Gpr107	
ATP6V1E1	1	Atp6v1e1	
ITPKB	1	Itpkb	
MPC2	1	Mpc2	
GABBR1	1	Gabbr1	
ADAP1	1	Adap1	
GM2A	1	Gm2a	
CCDC174	1	Ccdc174	
RPL28	1	Rpl28	
DHRS7	1	Dhrs7	
CIAO2A	1	Ciao2a	
TRIM24	1	Trim24	
AFF3	1	Aff3	
MT-CO1	1	mt-Co1	
HLA-DOA	1	H2-Oa	
PTPA	1	Ptpa	
ARL2BP	1	Arl2bp	
IRF8	1	Irf8	
PTP4A2	1	Ptp4a2	
MAP3K14	1	Map3k14	
REXO2	1	Rexo2	
BNIP2	1	Bnip2	
PSMC5	1	Psmc5	
SNX9	1	Snx9	
SLC41A1	1	Slc41a1	
COX14	1	Cox14	
BCL10	1	Bcl10	
DGKH	1	Dgkh	
ARL5B	1	Arl5b	
HRAS	1	Hras	
PET100	1	Pet100	
UQCRFS1	1	Uqcrfs1	
FAM241A	1	Fam241a	
SOX5	1	Sox5	
SRP9	1	Srp9	
CXorf38	1	1810030O07Rik	
DOCK2	1	Dock2	
CLK1	1	Clk1	
C9orf72	1	C9orf72	
ISYNA1	1	Isyna1	
SLC38A10	1	Slc38a10	
FNDC3B	1	Fndc3b	
CUL2	1	Cul2	
STAB2	1	Stab2	
SLC12A2	1	Slc12a2	
CAMK2G	1	Camk2g	
LYPLA2	1	Lypla2	
LEO1	1	Leo1	
ZNF703	1	Zfp703	
RPL6	1	Rpl6	
PTPMT1	1	Ptpmt1	
RSRC2	1	Rsrc2	
GLRX	1	Glrx	
SEC62	1	Sec62	
CENPX	1	Cenpx	
LRRC58	1	Lrrc58	
SYNPO	1	Synpo	
SACM1L	1	Sacm1l	
GXYLT1	1	Gxylt1	
ATF4	1	Atf4	
SIDT2	1	Sidt2	
HOOK2	1	Hook2	
TRAPPC6A	1	Trappc6a	
YIPF3	1	Yipf3	
GOT2	1	Got2	
RPL36	1	Rpl36	
PDE7A	1	Pde7a	
NACA	1	Naca	
FAM3C	1	Fam3c	
RAP2A	1	Rap2a	
TMF1	1	Tmf1	
CHD7	1	Chd7	
MAPKAP1	1	Mapkap1	
NOPCHAP1	1	D10Wsu102e	
ACAP2	1	Acap2	
ZKSCAN4	1	Zkscan3	
NUP153	1	Nup153	
RPL13	1	Rpl13	
SNRK	1	Snrk	
CPSF3	1	Cpsf3	
VRK3	1	Vrk3	
MOSMO	1	Mosmo	
DUSP7	1	Dusp7	
LTA4H	1	Lta4h	
LIMD2	1	Limd2	
TAF15	1	Taf15	
MICAL3	1	Mical3	
ST3GAL4	1	St3gal4	
TNKS	1	Tnks	
C18orf25	1	8030462N17Rik	
USP7	1	Usp7	
INVS	1	Invs	
ORC3	1	Orc3	
KIAA0040	1	4930523C07Rik	
KCNAB2	1	Kcnab2	
ITPR3	1	Itpr3	
BRDT	1	Brdt	
PARP10	1	Parp10	
WARS2	1	Wars2	
CEP68	1	Cep68	
PPM1K	1	Ppm1k	
MDC1	1	Mdc1	
KLHL2	1	Klhl2	
CWF19L2	1	Cwf19l2	
PPARGC1B	1	Ppargc1b	
ZNF91	1	Zfp869	
FAM120B	1	Fam120b	
MTAP	1	Mtap	
DCAF1	1	Dcaf1	
RPL26	1	Rpl26	
CCDC171	1	Ccdc171	
GABPB2	1	Gabpb2	
ERICH1	1	Erich1	
NAA16	1	Naa16	
ZNF395	1	Zfp395	
FEZ2	1	Fez2	
ZNF438	1	Zfp438	
IKBKB	1	Ikbkb	
ZNF518A	1	Zfp518a	
TAP2	1	Tap2	
H1-5	1	Hist1h1b	
TMEM209	1	Tmem209	
METTL16	1	Mettl16	
FANCL	1	Fancl	
ADCY3	1	Adcy3	
UQCC1	1	Uqcc1	
FHIT	1	Fhit	
RPL7	1	Rpl7	
C19orf12	1	1600014C10Rik	
SPTBN1	1	Sptbn1	
LIMS1	1	Lims1	
MINDY2	1	Mindy2	
RALGAPA2	1	Ralgapa2	
DCAF5	1	Dcaf5	
SND1	1	Snd1	
FKBP5	1	Fkbp5	
AZI2	1	Azi2	
DRAM2	1	Dram2	
TBL1XR1	1	Tbl1xr1	
PIBF1	1	Pibf1	
TAOK3	1	Taok3	
TRIP12	1	Trip12	
LIN52	1	Lin52	
ALG14	1	Alg14	
CAMK2D	1	Camk2d	
SNX29	1	Snx29	
ATG3	1	Atg3	
LMAN2L	1	Lman2l	
ZNF260	1	Zfp260	
XPNPEP3	1	Xpnpep3	
TRPC4AP	1	Trpc4ap	
XPO7	1	Xpo7	
DHX30	1	Dhx30	
ZDHHC20	1	Zdhhc20	
IRF3	1	Irf3	
ZMYM2	1	Zmym2	
ELP4	1	Elp4	
METTL8	1	Mettl8	
RETREG1	1	Retreg1	
NIN	1	Nin	
GBP5	1	Gbp5	
TAPT1	1	Tapt1	
DIDO1	1	Dido1	
NXPE3	1	Nxpe3	
DMAC1	1	Dmac1	
TMPO	1	Tmpo	
ERBIN	1	Erbin	
EML5	1	Eml5	
DAPK1	1	Dapk1	
DMXL1	1	Dmxl1	
GRK6	1	Grk6	
ABCC5	1	Abcc5	
ANKRD17	1	Ankrd17	
TANGO6	1	Tango6	
VAMP1	1	Vamp1	
PRKDC	1	Prkdc	
SRSF5	1	Srsf5	
IPO11	1	Ipo11	
PHF3	1	Phf3	
MLLT6	1	Mllt6	
RFFL	1	Rffl	
CNOT2	1	Cnot2	
ARHGAP35	1	Arhgap35	
CNP	1	Cnp	
TNRC6B	1	Tnrc6b	
DICER1	1	Dicer1	
CUX1	1	Cux1	
ARHGEF6	1	Arhgef6	
ENOX2	1	Enox2	
USP33	1	Usp33	
BCL9L	1	Bcl9l	
RPS27A	1	Rps27a	
CBR1	1	Cbr1	
FANCI	1	Fanci	
ZCCHC2	1	Zcchc2	
ZHX2	1	Zhx2	
CCDC82	1	Ccdc82	
RELCH	1	Relch	
USP40	1	Usp40	
CHD8	1	Chd8	
CR1L	1	Cr1l	
ASB3	1	Asb3	
PITPNC1	1	Pitpnc1	
KMT2D	1	Kmt2d	
UBE2H	1	Ube2h	
CHORDC1	1	Chordc1	
LSM14A	1	Lsm14a	
SIPA1L3	1	Sipa1l3	
LAT	1	Lat	
NXN	1	Nxn	
ABL2	1	Abl2	
SPOPL	1	Spopl	
N4BP2L1	1	N4bp2l1	
PCM1	1	Pcm1	
PCCA	1	Pcca	
TAOK1	1	Taok1	
OSBPL9	1	Osbpl9	
MCU	1	Mcu	
SIT1	1	Sit1	
TSPAN13	1	Tspan13	
LRIF1	1	Lrif1	
PBRM1	1	Pbrm1	
SETD1B	1	Setd1b	
NAA15	1	Naa15	
TLE4	1	Tle4	
ATXN2L	1	Atxn2l	
TNPO3	1	Tnpo3	
C9orf85	1	1110059E24Rik	
PRRC2C	1	Prrc2c	
SIN3A	1	Sin3a	
ASXL2	1	Asxl2	
LNPEP	1	Lnpep	
POC1B	1	Poc1b	
ARHGAP30	1	Arhgap30	
PLEKHA7	1	Plekha7	
UBE3C	1	Ube3c	
PTPN12	1	Ptpn12	
GPATCH4	1	Gpatch4	
TPT1	1	Tpt1	
POT1	1	Pot1b	
DNAJB9	1	Dnajb9	
SNAPC3	1	Snapc3	
FAM169BP	1	Fam169b	
NCOA6	1	Ncoa6	
POLR1A	1	Polr1a	
ANAPC16	1	Anapc16	
ZNRF2	1	Znrf2	
ADD1	1	Add1	
UNC5CL	1	Unc5cl	
LGALS8	1	Lgals8	
PABPC1	1	Pabpc1	
BRWD1	1	Brwd1	
AATF	1	Aatf	
TRAPPC12	1	Trappc12	
IDNK	1	Idnk	
BAZ1B	1	Baz1b	
LRPPRC	1	Lrpprc	
SLC35B3	1	Slc35b3	
TNRC6A	1	Tnrc6a	
FAM117A	1	Fam117a	
GIT2	1	Git2	
CCND2	1	Ccnd2	
UST	1	Ust	
MAP2K4	1	Map2k4	
GPR174	1	Gpr174	
SLC2A3	1	Slc2a3	
SMAP2	1	Smap2	
CEPT1	1	Cept1	
PAPOLA	1	Papola	
SFMBT1	1	Sfmbt1	
MICALL1	1	Micall1	
PDS5A	1	Pds5a	
PRF1	1	Prf1	
IRF2	1	Irf2	
EMG1	1	Emg1	
ZHX3	1	Zhx3	
SLC38A9	1	Slc38a9	
SLC25A27	1	Slc25a27	
NFE2L2	1	Nfe2l2	
WDR37	1	Wdr37	
TOM1L2	1	Tom1l2	
HUWE1	1	Huwe1	
ZNF398	1	Zfp398	
PRDM2	1	Prdm2	
TUBA4A	1	Tuba4a	
VTI1A	1	Vti1a	
CHD6	1	Chd6	
PDS5B	1	Pds5b	
DIAPH2	1	Diaph2	
WASHC3	1	Washc3	
PNPLA7	1	Pnpla7	
PLEKHA1	1	Plekha1	
ZNF831	1	Zfp831	
FAM149B1	1	Fam149b	
DCAF17	1	Dcaf17	
CAMK4	1	Camk4	
GPRASP1	1	Gprasp1	
GUCD1	1	Gucd1	
USP32	1	Usp32	
RAB3IP	1	Rab3ip	
DKC1	1	Dkc1	
RBM33	1	Rbm33	
SEC24B	1	Sec24b	
UBE2D1	1	Ube2d1	
HSP90AA1	1	Hsp90aa1	
STAT2	1	Stat2	
JAKMIP1	1	Jakmip1	
ST3GAL1	1	St3gal1	
RTN4RL1	1	Rtn4rl1	
SH3KBP1	1	Sh3kbp1	
LDAH	1	Ldah	
FDPS	1	Fdps	
CCDC88C	1	Ccdc88c	
HSDL1	1	Hsdl1	
TARDBP	1	Tardbp	
DDX10	1	Ddx10	
NR2C2	1	Nr2c2	
NOP56	1	Nop56	
NOP10	1	Nop10	
C1GALT1	1	C1galt1	
ST8SIA4	1	St8sia4	
CTCF	1	Ctcf	
ZNF236	1	Zfp236	
TET3	1	Tet3	
LGALS9	1	Lgals9	
RGS14	1	Rgs14	
STIP1	1	Stip1	
MEF2A	1	Mef2a	
PHGDH	1	Phgdh	
PVR	1	Pvr	
MACIR	1	D1Ertd622e	
ALKBH8	1	Alkbh8	
RPL22L1	1	Rpl22l1	
SOCS3	1	Socs3	
KLHL3	1	Klhl3	
BMP2K	1	Bmp2k	
ANKIB1	1	Ankib1	
TAPBPL	1	Tapbpl	
RABGAP1	1	Rabgap1	
HSPA8	1	Hspa8	
IRF9	1	Irf9	
DUSP10	1	Dusp10	
TMEM154	1	Tmem154	
ZMYND11	1	Zmynd11	
DDB2	1	Ddb2	
ASAP1	1	Asap1	
MRPS28	1	Mrps28	
ETV3	1	Etv3	
SMAD1	1	Smad1	
BLTP1	1	4932438A13Rik	
MCL1	1	Mcl1	
SORCS2	1	Sorcs2	
C1orf21	1	1700025G04Rik	
GNG12	1	Gng12	
DYM	1	Dym	
GATAD2B	1	Gatad2b	
PGS1	1	Pgs1	
HSPE1	1	Hspe1	
MOV10	1	Mov10	
ELF4	1	Elf4	
RPL18A	1	Rpl18a	
PMEL	1	Pmel	
NGLY1	1	Ngly1	
RPL9	1	Rpl9	
RNF130	1	Rnf130	
IFNGR2	1	Ifngr2	
PTK2B	1	Ptk2b	
STK17B	1	Stk17b	
IFI35	1	Ifi35	
ESYT2	1	Esyt2	
GAB3	1	Gab3	
GGT5	1	Ggt5	
FGFR2	1	Fgfr2	
SYNRG	1	Synrg	
RBM6	1	Rbm6	
MBP	1	Mbp	
LYSMD4	1	Lysmd4	
SLC25A12	1	Slc25a12	
LY9	1	Ly9	
PATZ1	1	Patz1	
LMO4	1	Lmo4	
MLLT10	1	Mllt10	
PHF20	1	Phf20	
TSC22D3	1	Tsc22d3	
CREBBP	1	Crebbp	
PAN3	1	Pan3	
CUL3	1	Cul3	
MBD5	1	Mbd5	
CTNNBL1	1	Ctnnbl1	
KLK8	1	Klk8	
VPS13C	1	Vps13c	
RPS3	1	Rps3	
TUBA1B	1	Tuba1b	
SCAF8	1	Scaf8	
PPP1R21	1	Ppp1r21	
KIDINS220	1	Kidins220	
PACSIN1	1	Pacsin1	
CDK19	1	Cdk19	
LFNG	1	Lfng	
TMCO4	1	Tmco4	
CBFB	1	Cbfb	
SH2D3C	1	Sh2d3c	
SPSB1	1	Spsb1	
HMBOX1	1	Hmbox1	
RNF167	1	Rnf167	
CYLD	1	Cyld	
MFHAS1	1	Mfhas1	
ZNF277	1	Zfp277	
ARID1B	1	Arid1b	
COX16	1	Cox16	
SLC30A7	1	Slc30a7	
TNFAIP8L2	1	Tnfaip8l2	
CD84	1	Cd84	
PPP3CB	1	Ppp3cb	
PHF14	1	Phf14	
TTC17	1	Ttc17	
ZNFX1	1	Znfx1	
H1-2	1	Hist1h1c	
RALGAPB	1	Ralgapb	
STARD5	1	Stard5	
REV1	1	Rev1	
SLC9A9	1	Slc9a9	
TECPR1	1	Tecpr1	
ZNF638	1	Zfp638	
ATRN	1	Atrn	
RPLP1	1	Rplp1	
LDB1	1	Ldb1	
CDKN2D	1	Cdkn2d	
GGACT	1	Ggact	
IL4R	1	Il4ra	
PDSS2	1	Pdss2	
ACSS2	1	Acss2	
PKN2	1	Pkn2	
UBE4A	1	Ube4a	
DENND6A	1	Dennd6a	
PIK3C2A	1	Pik3c2a	
BCL2	1	Bcl2	
OAS3	1	Oas3	
DDX39B	1	Ddx39b	
BMT2	1	Bmt2	
TMEM260	1	Tmem260	
CCR9	1	Ccr9	
SLC26A10P	1	Slc26a10	
LRP6	1	Lrp6	
R3HDM1	1	R3hdm1	
PYM1	1	Pym1	
NDUFS4	1	Ndufs4	
PPM1B	1	Ppm1b	
MDM4	1	Mdm4	
MAGT1	1	Magt1	
CDKAL1	1	Cdkal1	
GNGT2	1	Gngt2	
ARMC8	1	Armc8	
RPS9	1	Rps9	
GSE1	1	Gse1	
RNF38	1	Rnf38	
DGKD	1	Dgkd	
FKBP4	1	Fkbp4	
STK10	1	Stk10	
SHPRH	1	Shprh	
SYNJ2BP	1	Synj2bp	
RPH3AL	1	Rph3al	
CAB39L	1	Cab39l	
ASCC3	1	Ascc3	
ARHGAP1	1	Arhgap1	
HLA-E	1	H2-T23	
RPS7	1	Rps7	
MT-ATP6	1	mt-Atp6	
TSPAN32	1	Tspan32	
SASH3	1	Sash3	
TRIM34	1	Trim34a	
PPP1R12B	1	Ppp1r12b	
B2M	1	B2m	
NCOA2	1	Ncoa2	
SOX4	1	Sox4	
RICTOR	1	Rictor	
TRAF5	1	Traf5	
ZNF407	1	Zfp407	
ARHGAP4	1	Arhgap4	
DYRK1A	1	Dyrk1a	
ANKFY1	1	Ankfy1	
NFYC	1	Nfyc	
NUMA1	1	Numa1	
ARID4A	1	Arid4a	
RAI1	1	Rai1	
RASAL3	1	Rasal3	
TTC13	1	Ttc13	
ZNF281	1	Zfp281	
GSK3B	1	Gsk3b	
FAF1	1	Faf1	
SEC63	1	Sec63	
TBXA2R	1	Tbxa2r	
ATP6V1H	1	Atp6v1h	
IRF1	1	Irf1	
RIF1	1	Rif1	
LCOR	1	Lcor	
HIBADH	1	Hibadh	
IFIH1	1	Ifih1	
MAP4K3	1	Map4k3	
NME2	1	Nme2	
TXK	1	Txk	
EEF1G	1	Eef1g	
AQR	1	Aqr	
LIPA	1	Lipa	
ZNF592	1	Zfp592	
HDHD5	1	Hdhd5	
ASH1L	1	Ash1l	
CNOT4	1	Cnot4	
ELK4	1	Elk4	
KLHDC1	1	Klhdc1	
SEC11A	1	Sec11a	
TRAC	1	Trac	
IMMP2L	1	Immp2l	
ARID2	1	Arid2	
TMEM229B	1	Tmem229b	
LIMK2	1	Limk2	
SNRPD3	1	Snrpd3	
TBCEL	1	Tbcel	
GIGYF2	1	Gigyf2	
NMI	1	Nmi	
ZNF644	1	Zfp644	
RPL8	1	Rpl8	
RPS14	1	Rps14	
ME2	1	Me2	
TAF3	1	Taf3	
IL17RA	1	Il17ra	
ITSN2	1	Itsn2	
RAP1GDS1	1	Rap1gds1	
KIF21B	1	Kif21b	
TMIE	1	Tmie	
SMAD4	1	Smad4	
TXNDC16	1	Txndc16	
PRMT3	1	Prmt3	
CERS6	1	Cers6	
KCNN4	1	Kcnn4	
VIPR1	1	Vipr1	
SFMBT2	1	Sfmbt2	
DOCK11	1	Dock11	
ZCCHC7	1	Zcchc7	
CD96	1	Cd96	
PSMB10	1	Psmb10	
MBNL1	1	Mbnl1	
PRKACB	1	Prkacb	
OASL	1	Oasl1	
RALA	1	Rala	
SCARB2	1	Scarb2	
RBL1	1	Rbl1	
TTC27	1	Ttc27	
RASA2	1	Rasa2	
RALGPS2	1	Ralgps2	
MSRA	1	Msra	
RPL19	1	Rpl19	
ZBTB20	1	Zbtb20	
RASA3	1	Rasa3	
CD53	1	Cd53	
GALNT6	1	Galnt6	
ZFP1	1	Zfp1	
TASOR2	1	Tasor2	
MITD1	1	Mitd1	
MBNL2	1	Mbnl2	
HECA	1	Heca	
SP4	1	Sp4	
RESF1	1	Resf1	
ABI3	1	Abi3	
DOCK8	1	Dock8	
EFR3A	1	Efr3a	
RAPGEF2	1	Rapgef2	
DNAJC3	1	Dnajc3	
SLC16A5	1	Slc16a5	
SLCO3A1	1	Slco3a1	
NT5C3A	1	Nt5c3	
ARHGAP10	1	Arhgap10	
TWF2	1	Twf2	
IKBKE	1	Ikbke	
RCBTB2	1	Rcbtb2	
BANP	1	Banp	
HS2ST1	1	Hs2st1	
MSL2	1	Msl2	
TESC	1	Tesc	
N4BP2	1	N4bp2	
DENND1A	1	Dennd1a	
TRIM33	1	Trim33	
KIAA1328	1	AW554918	
SP110	1	Sp110	
KLHL6	1	Klhl6	
AGK	1	Agk	
BTG1	1	Btg1	
NSD1	1	Nsd1	
AGFG1	1	Agfg1	
CEP350	1	Cep350	
ANKRD28	1	Ankrd28	
TDRP	1	Tdrp	
NIPBL	1	Nipbl	
PECAM1	1	Pecam1	
HNRNPF	1	Hnrnpf	
RPS4X	1	Rps4x	
CARD6	1	Card6	
ADAR	1	Adar	
RUNDC3B	1	Rundc3b	
CEP97	1	Cep97	
DNAJA1	1	Dnaja1	
ARL5C	1	Arl5c	
FUBP1	1	Fubp1	
BBIP1	1	Bbip1	
RAB6B	1	Rab6b	
FBXW4	1	Fbxw4	
PCGF5	1	Pcgf5	
SMURF1	1	Smurf1	
ABCB7	1	Abcb7	
ARHGAP25	1	Arhgap25	
MAD1L1	1	Mad1l1	
HERC1	1	Herc1	
ZNF148	1	Zfp148	
KAT6A	1	Kat6a	
TLK1	1	Tlk1	
NUP210	1	Nup210	
INSR	1	Insr	
MARK2	1	Mark2	
XRN1	1	Xrn1	
AKAP10	1	Akap10	
PPP2R5A	1	Ppp2r5a	
BPTF	1	Bptf	
IGSF23	1	Igsf23	
NLRC5	1	Nlrc5	
